A	Coef.B - A	Coef.C - A	Coef.C - B	t.B - A	t.C - A	t.C - B	p.value.B - A	p.value.C - A	p.value.C - B	F	F.p.value	Res.B - A	Res.C - A	Res.C - B	Genes.gene	Genes.reflen
1.22128853264547	0.195078021485239	0.36506819064548	0.169990169160242	0.417955908874086	0.895653715256947	0.383826857878458	0.682932436091428	0.387034616586706	0.70743091352853	0.373756174862493	0.695440158663628	0	0	0	thrL.t01	66
7.33970464767029	0.0395453627049696	0.105713851834687	0.0661684891297174	0.242610380877059	0.556675470105818	0.379584990735401	0.812166148053192	0.587387342326122	0.710500387964612	0.170467062873542	0.845161275631557	0	0	0	thrA.t01	2463
5.89623895263035	0.373870789528447	0.231204952343536	-0.142665837184911	2.59631394541675	1.52855784060837	-0.95106458371035	0.0224461136986438	0.150796147013734	0.359252758033803	3.3257733490912	0.0688121780417825	0	0	0	thrB.t01	933
6.15419845574177	0.0702598501039118	0.22391853827528	0.153658688171368	0.470226541549217	1.39820623512185	0.983738447152154	0.646134719604465	0.185898942377495	0.343543843021457	1.04759955417202	0.379110435148235	0	0	0	thrC.t01	1287
3.67388790937383	0.0800695582063669	0.506817953850348	0.426748395643981	0.300356595462862	2.24234453947477	1.72018251444424	0.76874632461062	0.0433852518960167	0.109559392515807	2.68698392831828	0.106232865655452	0	0	0	yaaX.t01	297
5.68149980910022	-0.276013539825768	-0.00518338401937335	0.270830155806395	-1.90447361514573	-0.0357375121356535	1.80798070624883	0.0796554604023224	0.972045096489089	0.0942451427195817	2.29862024954979	0.140452876827052	0	0	0	yaaA.t01	777
6.4776696964956	0.307055480547442	0.357813366750732	0.0507578862032902	1.82816320967549	1.9130768701219	0.284403922279858	0.0910079997213271	0.0784597476055006	0.780667257420037	2.3565546561197	0.134616807512684	0	0	0	yaaJ.t01	1431
9.98858259527469	-0.339525602295907	-1.23106740040082	-0.891541798104912	-0.734462360129677	-2.67456325860123	-2.11574755423451	0.47595821810661	0.0193638766275664	0.0546415724175811	4.05294246002087	0.0434047988399781	0	0	0	talB.t01	954
5.91136052926539	-0.0374598715852166	-0.473206298410263	-0.435746426825046	-0.200603726345852	-2.42761400764355	-2.29555511844995	0.844172849250955	0.0307954522634471	0.0393404470016379	3.73385293180201	0.052915187231981	0	0	0	mog.t01	588
5.45601673195369	0.344630472616531	0.301434070796436	-0.0431964018200954	2.20109116673277	1.90921776973616	-0.267518357444392	0.0467885192192759	0.0789940634292646	0.793348542701398	2.85376105515485	0.0945731347091983	0	0	0	satP.t01	567
5.04946653748197	-0.00697004680518098	0.364057120690435	0.371027167495616	-0.0415436488521134	2.31251627329036	2.18528922622481	0.967505990365804	0.0381282206759611	0.0481575592300659	3.37181729177114	0.0667659774187514	0	0	0	yaaW.t01	714
4.15603622620037	-0.156254754711665	0.0929452630241761	0.249200017735841	-0.676184583307852	0.461984160364966	1.09999842771963	0.511003247913189	0.651876380435515	0.291667899290567	0.626721946147891	0.550021828934564	0	0	0	yaaI.t01	405
10.5831832233023	1.49165373244148	0.701147827989798	-0.790505904451679	3.17053490791698	1.47692203716319	-1.56612322202658	0.00753321719486041	0.163965446892633	0.141792215348131	4.89363812752393	0.0264771587871187	1	0	0	dnaK.t01	1917
7.0399207821332	0.688808530050036	0.355785231044794	-0.333023299005242	3.04122526613487	1.44359987026755	-1.39354804650137	0.00964197263130828	0.172969817497686	0.187269940635572	4.42037511373777	0.0348066677561096	0	0	0	dnaJ.t01	1131
7.52562003921192	0.00822580704144027	0.146316137292063	0.138090330250622	0.0452618186535841	0.678561451211441	0.69657244403904	0.964599819106373	0.509544844514085	0.498573392234386	0.315457654067206	0.734987973843743	0	0	0	insL1.t01	1113
1.78021076774827	0.250707910587734	0.028796074003701	-0.221911836584033	0.765658592875934	0.0976766643951087	-0.709164334777108	0.457819487888933	0.923707803380694	0.490987292562694	0.366040845045283	0.700529998628384	0	0	0	mokC.t01	210
2.36966075008623	-0.000895033547228863	0.225361025493006	0.226256059040235	-0.00309363019523753	0.922604057626255	0.828144190328416	0.997579522691721	0.373342828774577	0.422819753601974	0.511286129793293	0.61151374114345	0	0	0	hokC.t01	153
-4.67832274729686	0.746841406532063	-0.390921194606983	-1.13776260113905	0.921722168094924	-0.48363414584633	-1.40760043550719	0.373785484205076	0.636845378909827	0.183159330992289	1.02160368317743	0.387685219775764	0	0	0	sokC.r01	55
6.89049373178315	0.678178096869476	0.0908510154048132	-0.587327081464663	4.04769824095981	0.512476254594386	-3.42002909930385	0.00143549567668315	0.617079454131995	0.00468179860830391	9.44622295591137	0.00304357580686173	1	0	-1	nhaA.t01	1167
7.215409401061	0.822699115551613	-0.0527472657512948	-0.875446381302908	3.57026797685163	-0.229986630387787	-3.76349470319258	0.00351951021674664	0.821750696113313	0.00244301291598738	8.98771640915539	0.00367119177880717	1	0	-1	nhaR.t01	906
7.59132267433406	0.0158153431729504	-0.15841184122573	-0.17422718439868	0.0832736630648117	-0.749504113187019	-0.899798820959524	0.934927110901052	0.467157624394942	0.384906641798679	0.458943854455579	0.641993786370845	0	0	0	insB1.t01	504
7.03181651111972	0.221276290908029	0.0114845571926425	-0.209791733715386	1.32477187787372	0.0620181881181337	-1.21284038849449	0.20850028747003	0.951509985645503	0.247183701280755	1.07633938204835	0.369884773235574	0	0	0	insA.t01	276
10.3631811072966	-0.356977840671705	-1.38413379206804	-1.02715595139633	-0.619086798151988	-2.43298235948523	-1.96734485343607	0.546761901672225	0.0304887462153799	0.0712873634360734	3.38842283415717	0.0660453588959794	0	0	0	rpsT.t01	264
3.49373877996268	1.05532993840112	0.768504935128353	-0.28682500327277	4.78887487950391	3.79216249038891	-1.46387656191601	0.000373337059894272	0.00231472189553228	0.167442451772958	13.1280020329334	0.000801924186570338	1	1	0	yaaY.t01	219
6.11085609864064	0.0487805684708666	0.0946130375617367	0.04583246909087	0.331841762373147	0.606885110664339	0.302106734296872	0.745400190745034	0.554580530093364	0.767442162315567	0.189817609807047	0.829405076115376	0	0	0	ribF.t01	942
8.5889708812061	-0.0145405833981602	-0.640722553837467	-0.626181970439307	-0.0440251168599635	-1.89591714747272	-1.99949806770866	0.965566385377445	0.0808610977052571	0.0673266412028713	2.52905668323464	0.118832366639783	0	0	0	ileS.t01	2817
5.33873586221963	-0.197701875020988	-0.147319414429524	0.0503824605914636	-1.02579360492746	-0.782971394201789	0.253011912951783	0.324057281693926	0.447943156666501	0.804292385721941	0.576425714044468	0.575890517945441	0	0	0	lspA.t01	495
5.72947626869859	-0.0273725246894125	-0.615242278277834	-0.587869753588421	-0.138425836126659	-3.00255939301846	-2.8983605390656	0.892066191843096	0.0103801431407394	0.0126608166203526	5.81154264656238	0.0160716699064802	0	-1	0	fkpB.t01	450
6.49925592156301	-0.316235848090492	-0.687439327378298	-0.371203479287806	-1.39422969034452	-2.85335603076189	-1.70292663779273	0.187068798097981	0.0137932473559767	0.112816770759833	4.32188777992023	0.036900912633394	0	0	0	ispH.t01	951
6.56525337945514	-0.226553188852177	-0.32562574043082	-0.0990725515786437	-0.984360093635058	-1.30986138448222	-0.436619324323314	0.34324980160445	0.213352391591238	0.669690011128391	0.957074111916746	0.409958041642081	0	0	0	rihC.t01	915
6.18001044622625	0.492996239855573	-0.0430656117511647	-0.536061851606738	2.40373761071543	-0.197822303284937	-2.5467931722533	0.032195815887635	0.846303053074762	0.0246380009142277	4.10074794280457	0.0421574402278594	0	0	0	dapB.t01	822
7.80948925836399	-0.601376548516795	-1.53981072600324	-0.938434177486447	-1.84324657252566	-4.79052793511461	-3.70146503222328	0.0886544597016838	0.000372245069410426	0.00274603718326543	13.2859871799439	0.000761720885438806	0	-1	-1	carA.t01	1149
9.02642666198424	-0.741578372884591	-1.46785871453606	-0.726280341651472	-1.86993476517318	-3.67422806580569	-2.13609192512436	0.0846244095584675	0.00289095505462198	0.0526647261074868	7.17426661413359	0.0081767815449667	0	-1	0	carB.t01	3222
