A	Coef.B - A	Coef.C - A	Coef.C - B	t.B - A	t.C - A	t.C - B	p.value.B - A	p.value.C - A	p.value.C - B	F	F.p.value	Res.B - A	Res.C - A	Res.C - B	Genes.gene	Genes.reflen
5.63180767014524	0.474216847977628	0.796099302379832	0.321882454402204	3.06403686043858	5.1887430661042	2.15089698415183	0.0132101642118915	0.000540884904338718	0.0594249501531384	13.6458352241039	0.00178915113689345	0	1	0	aaeA.t01	933
6.37561673894013	0.0906048010251732	0.408119977886836	0.317515176861662	0.790145694054671	3.51107082239891	2.73105052308851	0.449411016138797	0.00642827451941639	0.0228231000323182	6.80351710761885	0.0154502104031889	0	1	0	aaeB.t01	1968
5.44052973040862	0.21530627034113	0.563045096345705	0.347738826004575	1.07836722315602	2.87442768025853	1.79498408531931	0.308443362144584	0.0180219505480762	0.105642958304321	4.2157259457904	0.0503446607602868	0	0	0	aaeR.t01	930
3.45278294257312	-0.0120365024207074	-0.0721796838985678	-0.0601431814778604	-0.0683394882209706	-0.409765586179027	-0.338358025793264	0.946983774466492	0.691393971072722	0.742718877601512	0.0956870457322416	0.909644587448124	0	0	0	aaeX.t01	204
7.13536880544062	-0.160317603538544	0.294330872212746	0.45464847575129	-1.13969042838598	2.01688792224969	3.16459767484823	0.283336002293725	0.0739412583084133	0.0112157491199546	5.12712939020195	0.0320500397658184	0	0	1	aas.t01	2160
5.64896149090818	-0.543430603848233	-1.43349945631642	-0.890068852468191	-4.14975640742245	-10.3041419849991	-6.37992536401244	0.00239166758623999	2.42697392263516e-06	0.000118631568801319	54.6941039577488	8.06503276676103e-06	-1	-1	-1	aat.t01	705
5.42468863893451	-0.0602268412390412	0.103609554168577	0.163836395407619	-0.366884009415046	0.639973794048856	1.00329229879843	0.722036869076498	0.537863894584719	0.341482274814201	0.516920510884713	0.612762837104	0	0	0	abgA.t01	1311
5.7937141036325	-0.141415956385015	-0.0757001206174444	0.0657158357675707	-1.20808807846783	-0.649311512319389	0.560411643947364	0.257273476693581	0.532076716755749	0.588639248736291	0.731714188292856	0.507208105045555	0	0	0	abgB.t01	1446
5.47521758320108	0.0907249555075182	-0.308461057504206	-0.399186013011724	0.606466501619506	-2.01949070492562	-2.6167409192653	0.558931829674593	0.0736294174274404	0.0275656184978618	3.76448301670264	0.0640788734691338	0	0	0	abgR.t01	909
5.77813727718323	-0.124202730708084	-0.131229424970283	-0.00702669426219948	-0.98757927454198	-1.04516304760943	-0.0556791224980905	0.348722656897458	0.322740224259464	0.95679287042776	0.690259191681328	0.52573990447721	0	0	0	abgT.t01	1527
5.08678439058564	-0.343822901107951	-0.194541166835579	0.149281734272372	-2.59831344981533	-1.50100817118243	1.11138514374504	0.0284181387377653	0.167007318279118	0.294717560900125	3.41312305677256	0.0780346963527467	0	0	0	abrB.t01	1047
6.41138853671919	-0.391463814922382	-0.817699833186476	-0.426236018264095	-2.16065567016324	-4.52761549777954	-2.41925174631547	0.0584827084653306	0.00136796381872575	0.0382063665208317	10.3398675170685	0.00447497299956036	0	-1	0	accA.t01	960
6.79799912690039	-1.55269662207108	-1.53181658259702	0.0208800394740605	-7.42398215511857	-7.31550169172084	0.110662252997134	3.63568983584303e-05	4.08733223995323e-05	0.914270661561336	36.2147735295309	4.46528574284622e-05	-1	-1	0	accB.t01	471
8.75683967340934	-1.47634843315184	-1.77270432956054	-0.296355896408702	-5.97007859968257	-7.25215991267053	-1.30869058609898	0.000195694777407051	4.37915927748687e-05	0.222515200021995	29.9826989725574	9.54187463223097e-05	-1	-1	0	accC.t01	1350
6.24149699063905	-0.376743762290741	-0.825806229532262	-0.449062467241521	-2.80894288071041	-6.14469900745513	-3.39415545138613	0.0200725201069391	0.000157692241670462	0.00774573917502613	19.0555468001495	0.000544015052600519	0	-1	-1	accD.t01	915
8.42514995583746	3.67048910465997	2.7274629675637	-0.94302613709627	11.1312123527581	8.6770572578891	-2.53092561514415	1.25489295150501e-06	1.02495708907911e-05	0.0317671486321388	68.532943665782	3.08448094717928e-06	1	1	0	aceA.t01	1305
11.2234107205408	4.07013488788244	3.64125495057868	-0.428879937303766	15.180515897128	13.6912002974483	-1.43105336247243	8.3717505890342e-08	2.07886870963089e-07	0.185629033945168	139.981270239317	1.35851557104578e-07	1	1	0	aceB.t01	1602
9.66756628337076	-1.22994691411091	-1.07666669209257	0.153280222018337	-4.22096317181345	-3.66558878801264	0.549516809278379	0.00214933042360879	0.00503656439356708	0.595790341667967	10.5183428490764	0.00423775310789915	-1	-1	0	aceE.t01	2664
7.97252219501552	-0.901029304313814	-0.605798751314009	0.295230552999805	-2.96843320475653	-1.9560587543911	1.01050120648659	0.0154452879571669	0.0815976315215309	0.338198385956602	4.55295768678705	0.0423752659609439	0	0	0	aceF.t01	1893
7.41891201635767	1.9981233412086	1.66148150078748	-0.336641840421122	10.794324877999	9.15564935829604	-1.67136038634788	1.63299961194857e-06	6.5650903198506e-06	0.128390514642208	67.7121513949132	3.24818831647397e-06	1	1	0	aceK.t01	1737
6.73755833978789	-0.717238584213731	-1.26601617105439	-0.548777586840659	-3.90414302577618	-6.97643391136433	-3.20729814741263	0.00347601537378373	5.94334587483288e-05	0.0104654755022342	24.7312162127219	0.000202992183517196	-1	-1	-1	ackA.t01	1203
8.39755085488839	2.75407224394537	0.928091682586969	-1.8259805613584	7.7201221554469	2.87146113192328	-4.89004977019347	2.65785964407562e-05	0.0181100597352574	0.000816133490608847	30.585863624229	8.81489694814042e-05	1	0	-1	acnA.t01	2676
10.0238719330882	1.1248599408534	0.334766896829757	-0.790093044023644	3.69700821621277	1.13190775876268	-2.56682254355357	0.00479448921902232	0.286430229789608	0.029936716288113	7.17922063555328	0.0133150154298584	1	0	0	acnB.t01	2598
5.5631824992068	0.432294325194742	0.362689126751741	-0.0696051984430008	3.5688490157263	2.99303464379289	-0.586034069027771	0.00586582445573536	0.0148354259733008	0.572006221035202	7.34611359732891	0.0124826826228838	1	1	0	acpH.t01	582
