A	Coef.B - A	Coef.C - A	Coef.C - B	t.B - A	t.C - A	t.C - B	p.value.B - A	p.value.C - A	p.value.C - B	F	F.p.value	Res.B - A	Res.C - A	Res.C - B	Genes.gene	Genes.reflen
5.63180766943418	0.752202138877987	1.13959549071745	0.387393351839461	4.02715676639524	6.17500481463723	2.14702395750778	0.00273656283754266	0.00013676799377883	0.0590806005956622	19.6527959098844	0.000439902256886284	1	1	0	aaeA.t01	933
6.37561673822907	0.368519999899416	0.755354596300695	0.386834596401279	2.25185547683071	4.61963206131513	2.36660032961543	0.0496655103006112	0.00112143423117302	0.0410353555655364	10.6708833764691	0.00382051965751325	0	1	0	aaeB.t01	1968
5.44052972969757	0.494064016057783	0.906478359995809	0.412414343938026	2.23156798378954	4.17055023435769	1.91557785051762	0.0513658437975348	0.00219520511001032	0.0863147624462553	8.68088027877398	0.00732802736386039	0	1	0	aaeR.t01	930
3.45278294186206	0.266250928601492	0.261688599929595	-0.00456232867189721	1.21880288138461	1.19772986976858	-0.0207103867010674	0.252643166065565	0.26037169176008	0.983909984417688	0.973488726964104	0.412847228788349	0	0	0	aaeX.t01	204
7.13536880472956	0.117618928887383	0.641769688296471	0.524150759409087	0.671020658983322	3.6380079867192	2.98270061565308	0.518366423346472	0.00504592630843364	0.0146879216956638	7.52726383211999	0.0111925920678808	0	1	0	aas.t01	2160
5.64896149019712	-0.265393032492971	-1.08810458131424	-0.822711548821266	-1.93550066797551	-7.52366551403014	-5.61723043124373	0.0835673477358233	2.84791594210601e-05	0.000279774347764305	30.6349005725611	7.65689522839088e-05	0	-1	-1	aat.t01	705
5.42468863822346	0.21956127040804	0.448440360174188	0.228879089766148	1.25582639440996	2.59696088144775	1.31562659621334	0.239517067684476	0.0279332909487992	0.219504582559398	3.3506540697219	0.0797332013548649	0	0	0	abgA.t01	1311
5.79371410292144	0.137718863039593	0.26751003263349	0.129791169593897	0.86479968813911	1.68796652079984	0.81304254468047	0.408691397026427	0.124275400819098	0.436316596557572	1.41937116277936	0.289325454677981	0	0	0	abgB.t01	1446
5.47521758249003	0.369851137821842	0.03436456390535	-0.335486573916492	2.20183253644001	0.200837101025188	-1.96287550761172	0.053960754008618	0.845107689964211	0.0799264548150375	2.91359931391915	0.103642681852197	0	0	0	abgR.t01	909
5.77813727647218	0.155195608561363	0.210980733220748	0.0557851246593852	0.915443350121044	1.24704783315738	0.327594159079648	0.382859038813626	0.242577730377098	0.750402483357493	0.833492465875681	0.464282535166796	0	0	0	abgT.t01	1527
5.08678438987458	-0.0646884241492662	0.150297068320623	0.214985492469889	-0.421995311744744	0.997239490889167	1.38482609877962	0.682523428973661	0.343643843468219	0.198112202308269	1.02997177207254	0.394068098780023	0	0	0	abrB.t01	1047
6.41138853600814	-0.112675243550823	-0.472931863654546	-0.360256620103723	-0.687764885516633	-2.86988842042024	-2.19385262746017	0.508227219143391	0.017715291679359	0.0546785167515072	4.5074078590739	0.0424319233795748	0	-1	0	accA.t01	960
6.79799912618934	-1.27282588474408	-1.18736663817733	0.0854592465667485	-7.38672600381759	-6.89837847383279	0.502063416886456	3.30792587248614e-05	5.73917885608986e-05	0.627181325262631	34.1344505299241	4.91378013776877e-05	-1	-1	0	accB.t01	471
8.75683967269828	-1.19603318628244	-1.43270551403825	-0.236672327755807	-6.18350941283837	-7.42791671423912	-1.25944915636018	0.000135326936638789	3.16156823711627e-05	0.238263264112512	31.6652907102188	6.68990146384589e-05	-1	-1	0	accC.t01	1350
6.241496989928	-0.0985139070265904	-0.481702186075319	-0.383188279048729	-0.652878388570975	-3.16370976925545	-2.51410712892875	0.529488720124015	0.0108920148541544	0.032080866106762	5.5853469244112	0.0252229842565989	0	-1	0	accD.t01	915
8.42514995512641	3.9492693048582	3.0610831335895	-0.8881861712687	13.3692020390736	10.5143292447514	-2.92460491622759	1.99498816937178e-07	1.67252140334214e-06	0.0161746960779088	99.2794585627842	4.81355992039824e-07	1	1	0	aceA.t01	1305
11.2234107198297	4.3494127175888	3.98429378881581	-0.365118928772988	19.6165381203414	17.9285512900134	-1.57903451829722	6.11364429197755e-09	1.39517207123183e-08	0.147374165255006	236.243637442219	9.29730325807013e-09	1	1	0	aceB.t01	1602
9.6675662826597	-0.9502445446638	-0.738535127612767	0.211709417051033	-4.13116812542186	-3.20019626639329	0.934591018011446	0.00233155034604385	0.0102580641635422	0.373401773471347	9.39375407626097	0.00574237602546553	-1	-1	0	aceE.t01	2664
7.97252219430447	-0.620353686318833	-0.270565653951745	0.349788032367088	-2.47117634004316	-1.07595591328381	1.40416123370093	0.0344657036745282	0.308805750065331	0.192461363860787	3.07867858504614	0.0937059243946194	0	0	0	aceF.t01	1893
